District_Code,Area_Name,Total_Rural_Urban,Age_Group,Population_Persons,Population_Males,Population_Females,Main_Workers_Persons,Main_Workers_Males,Main_Workers_Females,Marginal_0_to_6_Persons,Marginal_0_to_6_Males,Marginal_0_to_6_Females,Marginal_Seeking_Persons,Marginal_Seeking_Males,Marginal_Seeking_Females,Non_Workers_Total_Persons,Non_Workers_Total_Males,Non_Workers_Total_Females,Non_Workers_Seeking_Persons,Non_Workers_Seeking_Males,Non_Workers_Seeking_Females,Location,Year
24,25,1,7,58851,33518,25333,35509,30377,5132,3266,1769,1497,1035,790,245,20076,1372,18704,1015,463,552,"Raigad, Maharashtra, India",2001
24,25,1,8,31147,17196,13951,15535,13410,2125,1575,917,658,319,246,73,14037,2869,11168,399,232,167,"Raigad, Maharashtra, India",2001
24,25,1,9,19074,9013,10061,3753,3181,572,741,433,308,99,63,36,14580,5399,9181,223,108,115,"Raigad, Maharashtra, India",2001
24,25,1,10,8242,3851,4391,1034,895,139,195,138,57,15,13,2,7013,2818,4195,74,37,37,"Raigad, Maharashtra, India",2001
24,25,1,11,2804,1238,1566,286,255,31,54,30,24,7,5,2,2464,953,1511,15,8,7,"Raigad, Maharashtra, India",2001
25,24,0,0,315570,162315,153255,1740,990,750,1522,701,821,60,36,24,312308,160624,151684,1138,631,507,"Pune, Maharashtra, India",2001
25,24,0,1,354331,184338,169993,11407,5776,5631,11680,5237,6443,992,535,457,331244,173325,157919,3218,1849,1369,"Pune, Maharashtra, India",2001
25,24,0,2,288449,161018,127431,78468,48063,30405,31250,15457,15793,10418,7290,3128,178731,97498,81233,28639,20014,8625,"Pune, Maharashtra, India",2001
25,24,0,3,260628,136712,123916,155877,96242,59635,32741,14319,18422,13323,9877,3446,72010,26151,45859,19205,12697,6508,"Pune, Maharashtra, India",2001
25,24,0,4,241442,119558,121884,176196,106177,70019,25807,8232,17575,8437,5403,3034,39439,5149,34290,7005,2957,4048,"Pune, Maharashtra, India",2001
25,24,0,5,222044,110763,111281,174796,103347,71449,21689,5592,16097,5522,3131,2391,25559,1824,23735,2411,797,1614,"Pune, Maharashtra, India",2001
25,24,0,6,213635,105145,108490,171520,99171,72349,19919,4628,15291,4367,2360,2007,22196,1346,20850,1685,457,1228,"Pune, Maharashtra, India",2001
25,24,0,7,317095,164702,152393,256547,155200,101347,27870,6651,21219,4471,2374,2097,32678,2851,29827,1722,480,1242,"Pune, Maharashtra, India",2001
25,24,0,8,201546,101635,99911,147734,91009,56725,18688,4693,13995,1652,868,784,35124,5933,29191,932,326,606,"Pune, Maharashtra, India",2001
25,24,0,9,192546,89462,103084,95773,60820,34953,18961,6299,12662,895,446,449,77812,22343,55469,1011,320,691,"Pune, Maharashtra, India",2001
25,24,0,10,83693,43642,40051,23686,18391,5295,5814,3097,2717,162,99,63,54193,22154,32039,407,184,223,"Pune, Maharashtra, India",2001
25,24,0,11,28624,13650,14974,4190,3046,1144,1021,533,488,48,27,21,23413,10071,13342,66,28,38,"Pune, Maharashtra, India",2001
25,24,1,0,386983,201716,185267,927,673,254,279,163,116,30,18,12,385777,200880,184897,1470,823,647,"Pune, Maharashtra, India",2001
25,24,1,1,434468,226670,207798,6307,4205,2102,1490,890,600,379,272,107,426671,221575,205096,4246,2601,1645,"Pune, Maharashtra, India",2001
25,24,1,2,415605,226590,189015,56316,47451,8865,9671,7383,2288,4385,3726,659,349618,171756,177862,40264,26205,14059,"Pune, Maharashtra, India",2001
25,24,1,3,461247,247889,213358,162942,136702,26240,18224,13641,4583,10088,8610,1478,280081,97546,182535,59740,36196,23544,"Pune, Maharashtra, India",2001
25,24,1,4,429536,222757,206779,227629,187985,39644,15790,10209,5581,7947,6342,1605,186117,24563,161554,30054,13241,16813,"Pune, Maharashtra, India",2001
25,24,1,5,360171,191975,168196,218719,177627,41092,12163,6708,5455,5432,4068,1364,129289,7640,121649,12072,3938,8134,"Pune, Maharashtra, India",2001
25,24,1,6,319433,164483,154950,196071,154156,41915,10927,5260,5667,4359,3031,1328,112435,5067,107368,7677,2214,5463,"Pune, Maharashtra, India",2001
25,24,1,7,462344,249408,212936,288882,232226,56656,13039,6584,6455,4413,3156,1257,160423,10598,149825,7013,2694,4319,"Pune, Maharashtra, India",2001
25,24,1,8,273726,147284,126442,142975,117980,24995,5942,3220,2722,1375,1007,368,124809,26084,98725,2526,1346,1180,"Pune, Maharashtra, India",2001
25,24,1,9,173721,82879,90842,34689,27081,7608,3255,1770,1485,418,291,127,135777,54028,81749,1283,671,612,"Pune, Maharashtra, India",2001
25,24,1,10,78101,37953,40148,8285,6740,1545,918,606,312,84,62,22,68898,30607,38291,346,167,179,"Pune, Maharashtra, India",2001
25,24,1,11,26764,12563,14201,2510,2059,451,210,138,72,38,28,10,24044,10366,13678,111,49,62,"Pune, Maharashtra, India",2001
26,0,0,0,352028,182582,169446,2965,1710,1255,1838,853,985,87,52,35,347225,180019,167206,1887,987,900,"Ahmednagar, Maharashtra, India",2001
26,0,0,1,409017,213790,195227,14917,7629,7288,13056,5728,7328,1213,612,601,381044,200433,180611,4070,2295,1775,"Ahmednagar, Maharashtra, India",2001
26,0,0,2,308925,173176,135749,86851,51786,35065,31161,14863,16298,8701,5851,2850,190913,106527,84386,23173,15930,7243,"Ahmednagar, Maharashtra, India",2001
26,0,0,3,267490,140779,126711,166936,97744,69192,31692,13054,18638,11742,8138,3604,68862,29981,38881,18123,12368,5755,"Ahmednagar, Maharashtra, India",2001
26,0,0,4,240416,116776,123640,180667,103729,76938,25915,7581,18334,8053,4636,3417,33834,5466,28368,6421,2880,3541,"Ahmednagar, Maharashtra, India",2001
26,0,0,5,228335,112115,116220,182892,104845,78047,22114,5346,16768,5396,2773,2623,23329,1924,21405,2445,706,1739,"Ahmednagar, Maharashtra, India",2001
26,0,0,6,218942,108160,110782,177529,102185,75344,20512,4528,15984,4513,2082,2431,20901,1447,19454,1745,395,1350,"Ahmednagar, Maharashtra, India",2001
26,0,0,7,323450,168069,155381,263275,158943,104332,28189,6196,21993,5023,2294,2729,31986,2930,29056,1691,393,1298,"Ahmednagar, Maharashtra, India",2001
26,0,0,8,203841,103526,100315,151916,93686,58230,18680,4182,14498,2077,862,1215,33245,5658,27587,1140,303,837,"Ahmednagar, Maharashtra, India",2001
26,0,0,9,214680,96587,118093,105805,65790,40015,20327,6133,14194,1412,532,880,88548,24664,63884,1770,423,1347,"Ahmednagar, Maharashtra, India",2001
26,0,0,10,91027,46996,44031,24183,18837,5346,5513,2836,2677,266,137,129,61331,25323,36008,710,234,476,"Ahmednagar, Maharashtra, India",2001
26,0,0,11,31894,14565,17329,5177,3632,1545,1071,521,550,73,38,35,25646,10412,15234,136,51,85,"Ahmednagar, Maharashtra, India",2001
26,0,1,0,81871,42832,39039,541,381,160,177,103,74,34,21,13,81153,42348,38805,417,229,188,"Ahmednagar, Maharashtra, India",2001
26,0,1,1,96396,51156,45240,2053,1485,568,666,389,277,127,90,37,93677,49282,44395,960,602,358,"Ahmednagar, Maharashtra, India",2001
26,0,1,2,86325,48398,37927,13353,11450,1903,2882,2023,859,905,743,162,70090,34925,35165,5884,3965,1919,"Ahmednagar, Maharashtra, India",2001
26,0,1,3,80296,43974,36322,29287,24940,4347,4163,2685,1478,1711,1393,318,46846,16349,30497,7489,4770,2719,"Ahmednagar, Maharashtra, India",2001
26,0,1,4,67075,33131,33944,34121,27794,6327,3547,1743,1804,1319,949,370,29407,3594,25813,3375,1594,1781,"Ahmednagar, Maharashtra, India",2001
26,0,1,5,62032,31187,30845,35905,28751,7154,3339,1340,1999,1076,696,380,22788,1096,21692,1403,421,982,"Ahmednagar, Maharashtra, India",2001
26,0,1,6,60512,30702,29810,36675,28832,7843,3085,1123,1962,890,541,349,20752,747,20005,943,218,725,"Ahmednagar, Maharashtra, India",2001
26,0,1,7,85695,46786,38909,54251,43656,10595,3861,1557,2304,1015,662,353,27583,1573,26010,927,290,637,"Ahmednagar, Maharashtra, India",2001
26,0,1,8,46981,25123,21858,25863,21100,4763,1856,720,1136,309,195,114,19262,3303,15959,356,151,205,"Ahmednagar, Maharashtra, India",2001
26,0,1,9,39021,16921,22100,10170,7631,2539,1535,624,911,188,90,98,27316,8666,18650,369,159,210,"Ahmednagar, Maharashtra, India",2001
26,0,1,10,16773,8200,8573,2663,2221,442,411,245,166,34,23,11,13699,5734,7965,113,59,54,"Ahmednagar, Maharashtra, India",2001
26,0,1,11,5564,2522,3042,755,619,136,94,45,49,12,8,4,4715,1858,2857,27,8,19,"Ahmednagar, Maharashtra, India",2001
27,4,0,0,219743,114099,105644,893,488,405,1231,539,692,49,27,22,217619,113072,104547,662,345,317,"Beed, Maharashtra, India",2001
27,4,0,1,243127,129508,113619,9615,4750,4865,9120,3939,5181,967,482,485,224392,120819,103573,1616,900,716,"Beed, Maharashtra, India",2001
27,4,0,2,160006,94108,65898,44212,25390,18822,15340,7484,7856,4132,2787,1345,100454,61234,39220,7866,5458,2408,"Beed, Maharashtra, India",2001
27,4,0,3,124110,65999,58111,75839,41557,34282,14474,5783,8691,4908,3333,1575,33797,18659,15138,7035,5438,1597,"Beed, Maharashtra, India",2001
27,4,0,4,116717,56418,60299,88717,49135,39582,12293,3491,8802,3578,2024,1554,15707,3792,11915,2418,1517,901,"Beed, Maharashtra, India",2001
27,4,0,5,118371,57323,61048,96799,53722,43077,11044,2542,8502,2740,1344,1396,10528,1059,9469,842,347,495,"Beed, Maharashtra, India",2001
27,4,0,6,113258,56128,57130,94162,53425,40737,9934,2145,7789,2348,1061,1287,9162,558,8604,544,125,419,"Beed, Maharashtra, India",2001
27,4,0,7,163985,86842,77143,138545,82905,55640,13342,2831,10511,2470,1093,1377,12098,1106,10992,458,145,313,"Beed, Maharashtra, India",2001
27,4,0,8,103800,51683,52117,82243,47872,34371,9717,1930,7787,1299,497,802,11840,1881,9959,248,63,185,"Beed, Maharashtra, India",2001
27,4,0,9,133401,58670,74731,78567,44637,33930,14683,3995,10688,1234,470,764,40151,10038,30113,353,97,256,"Beed, Maharashtra, India",2001
27,4,0,10,62538,32600,29938,21622,16296,5326,5012,2502,2510,321,189,132,35904,13802,22102,203,89,114,"Beed, Maharashtra, India",2001
27,4,0,11,22020,9425,12595,3333,2358,975,966,488,478,49,28,21,17721,6579,11142,62,24,38,"Beed, Maharashtra, India",2001
27,4,1,0,46946,24480,22466,147,110,37,46,25,21,8,6,2,46753,24345,22408,322,181,141,"Beed, Maharashtra, India",2001
27,4,1,1,52084,27678,24406,757,624,133,288,200,88,86,67,19,51039,26854,24185,766,453,313,"Beed, Maharashtra, India",2001
27,4,1,2,42882,23834,19048,4046,3632,414,934,733,201,425,368,57,37902,19469,18433,3611,2261,1350,"Beed, Maharashtra, India",2001
27,4,1,3,33600,17806,15794,8343,7241,1102,1238,871,367,593,480,113,24019,9694,14325,4091,2748,1343,"Beed, Maharashtra, India",2001
27,4,1,4,29956,14504,15452,12721,10828,1893,1305,805,500,612,452,160,15930,2871,13059,2143,1272,871,"Beed, Maharashtra, India",2001
27,4,1,5,28060,14128,13932,14834,12654,2180,1303,686,617,583,414,169,11923,788,11135,793,363,430,"Beed, Maharashtra, India",2001
27,4,1,6,27014,13426,13588,14718,12426,2292,1274,624,650,546,370,176,11022,376,10646,475,138,337,"Beed, Maharashtra, India",2001
27,4,1,7,36935,20572,16363,22255,19228,3027,1533,748,785,584,379,205,13147,596,12551,422,139,283,"Beed, Maharashtra, India",2001
27,4,1,8,19637,10490,9147,10544,9064,1480,742,352,390,252,150,102,8351,1074,7277,153,52,101,"Beed, Maharashtra, India",2001
27,4,1,9,18807,7992,10815,5236,4202,1034,746,372,374,194,117,77,12825,3418,9407,188,63,125,"Beed, Maharashtra, India",2001
27,4,1,10,8541,4177,4364,1702,1493,209,256,162,94,59,42,17,6583,2522,4061,62,24,38,"Beed, Maharashtra, India",2001
27,4,1,11,3137,1337,1800,337,291,46,34,24,10,5,4,1,2766,1022,1744,18,9,9,"Beed, Maharashtra, India",2001
28,15,0,0,190403,97980,92423,750,440,310,435,210,225,37,19,18,189218,97330,91888,775,385,390,"Latur, Maharashtra, India",2001
28,15,0,1,208208,109329,98879,6337,4030,2307,3511,1480,2031,525,292,233,198360,103819,94541,1755,946,809,"Latur, Maharashtra, India",2001
28,15,0,2,156513,87106,69407,37119,25188,11931,12392,4838,7554,3321,1883,1438,107002,57080,49922,8754,5847,2907,"Latur, Maharashtra, India",2001
28,15,0,3,126584,69442,57142,68906,45117,23789,16429,5029,11400,5070,2788,2282,41249,19296,21953,8035,6160,1875,"Latur, Maharashtra, India",2001
28,15,0,4,112285,55448,56837,75329,47505,27824,15485,3303,12182,4160,1836,2324,21471,4640,16831,3280,2160,1120,"Latur, Maharashtra, India",2001
28,15,0,5,105137,52131,53006,77630,48676,28954,13563,2237,11326,3331,1179,2152,13944,1218,12726,1113,485,628,"Latur, Maharashtra, India",2001
28,15,0,6,97095,48708,48387,73605,46337,27268,11908,1748,10160,2747,902,1845,11582,623,10959,639,186,453,"Latur, Maharashtra, India",2001
28,15,0,7,137416,73540,63876,105547,70129,35418,15587,2334,13253,3136,966,2170,16282,1077,15205,643,154,489,"Latur, Maharashtra, India",2001
28,15,0,8,86589,43279,43310,61718,40327,21391,10402,1403,8999,1735,457,1278,14469,1549,12920,303,62,241,"Latur, Maharashtra, India",2001
28,15,0,9,118291,52722,65569,62705,41334,21371,13514,2880,10634,1804,503,1301,42072,8508,33564,601,152,449,"Latur, Maharashtra, India",2001
28,15,0,10,53168,28217,24951,17503,14584,2919,3529,1697,1832,357,196,161,32136,11936,20200,279,113,166,"Latur, Maharashtra, India",2001
28,15,0,11,21705,9698,12007,3445,2716,729,840,402,438,72,38,34,17420,6580,10840,66,25,41,"Latur, Maharashtra, India",2001
28,15,1,0,62187,32436,29751,316,197,119,42,18,24,3,1,2,61829,32221,29608,453,247,206,"Latur, Maharashtra, India",2001
28,15,1,1,66955,35992,30963,1237,999,238,289,195,94,76,54,22,65429,34798,30631,1195,707,488,"Latur, Maharashtra, India",2001
28,15,1,2,55033,29952,25081,5649,5065,584,976,734,242,373,294,79,48408,24153,24255,5111,3121,1990,"Latur, Maharashtra, India",2001
28,15,1,3,43794,22960,20834,11798,10367,1431,1334,912,422,574,458,116,30662,11681,18981,5478,3597,1881,"Latur, Maharashtra, India",2001
28,15,1,4,38708,18869,19839,17070,14754,2316,1397,762,635,531,361,170,20241,3353,16888,2696,1500,1196,"Latur, Maharashtra, India",2001
28,15,1,5,35093,17764,17329,18681,16121,2560,1340,654,686,511,334,177,15072,989,14083,1194,468,726,"Latur, Maharashtra, India",2001
28,15,1,6,32701,16396,16305,17928,15359,2569,1258,571,687,426,257,169,13515,466,13049,666,169,497,"Latur, Maharashtra, India",2001
28,15,1,7,43938,24632,19306,26507,23243,3264,1506,737,769,477,315,162,15925,652,15273,564,124,440,"Latur, Maharashtra, India",2001
28,15,1,8,23623,13023,10600,12958,11392,1566,728,370,358,187,107,80,9937,1261,8676,260,70,190,"Latur, Maharashtra, India",2001
28,15,1,9,21905,9535,12370,6347,5224,1123,770,395,375,175,105,70,14788,3916,10872,314,82,232,"Latur, Maharashtra, India",2001
28,15,1,10,10034,4977,5057,2144,1928,216,236,164,72,45,34,11,7654,2885,4769,110,36,74,"Latur, Maharashtra, India",2001
28,15,1,11,4383,1994,2389,619,546,73,61,30,31,6,3,3,3703,1418,2285,35,14,21,"Latur, Maharashtra, India",2001
29,22,0,0,141386,73304,68082,1178,655,523,448,200,248,36,23,13,139760,72449,67311,963,519,444,"Osmanabad, Maharashtra, India",2001
29,22,0,1,162869,85508,77361,6319,3762,2557,3513,1505,2008,581,306,275,153037,80241,72796,2377,1338,1039,"Osmanabad, Maharashtra, India",2001
29,22,0,2,119572,68038,51534,31153,20715,10438,10186,4493,5693,3472,2158,1314,78233,42830,35403,12600,8135,4465,"Osmanabad, Maharashtra, India",2001
29,22,0,3,92804,50899,41905,51075,32196,18879,11484,4355,7129,4343,2735,1608,30245,14348,15897,9224,6572,2652,"Osmanabad, Maharashtra, India",2001
29,22,0,4,89362,43524,45838,61500,36516,24984,11374,3242,8132,3758,1993,1765,16488,3766,12722,3888,2197,1691,"Osmanabad, Maharashtra, India",2001
29,22,0,5,82524,40964,41560,62808,37555,25253,9689,2367,7322,2636,1240,1396,10027,1042,8985,1241,509,732,"Osmanabad, Maharashtra, India",2001
29,22,0,6,79672,39788,39884,62276,37194,25082,8875,1970,6905,2159,935,1224,8521,624,7897,795,225,570,"Osmanabad, Maharashtra, India",2001
29,22,0,7,112910,60422,52488,89038,56776,32262,11592,2563,9029,2368,962,1406,12280,1083,11197,798,231,567,"Osmanabad, Maharashtra, India",2001
29,22,0,8,71651,36043,35608,52709,32978,19731,7696,1595,6101,1289,417,872,11246,1470,9776,452,84,368,"Osmanabad, Maharashtra, India",2001
29,22,0,9,100117,44218,55899,56491,34207,22284,11002,2841,8161,1427,474,953,32624,7170,25454,876,179,697,"Osmanabad, Maharashtra, India",2001
29,22,0,10,47315,25812,21503,17314,13785,3529,3517,1815,1702,347,171,176,26484,10212,16272,436,145,291,"Osmanabad, Maharashtra, India",2001
29,22,0,11,19691,9327,10364,3841,2828,1013,933,425,508,98,45,53,14917,6074,8843,135,56,79,"Osmanabad, Maharashtra, India",2001
29,22,1,0,27999,14590,13409,176,99,77,32,19,13,4,2,2,27791,14472,13319,316,169,147,"Osmanabad, Maharashtra, India",2001
29,22,1,1,30717,16122,14595,620,463,157,196,135,61,69,48,21,29901,15524,14377,809,455,354,"Osmanabad, Maharashtra, India",2001
29,22,1,2,25340,13858,11482,2688,2280,408,727,523,204,327,247,80,21925,11055,10870,3530,2182,1348,"Osmanabad, Maharashtra, India",2001
29,22,1,3,20816,11017,9799,5346,4593,753,1053,733,320,549,421,128,14417,5691,8726,3942,2555,1387,"Osmanabad, Maharashtra, India",2001
29,22,1,4,18366,8939,9427,7710,6415,1295,1137,652,485,564,388,176,9519,1872,7647,1989,1102,887,"Osmanabad, Maharashtra, India",2001
29,22,1,5,16647,8330,8317,8754,7226,1528,1057,544,513,489,323,166,6836,560,6276,810,329,481,"Osmanabad, Maharashtra, India",2001
29,22,1,6,15764,7980,7784,8878,7279,1599,979,428,551,389,231,158,5907,273,5634,426,98,328,"Osmanabad, Maharashtra, India",2001
29,22,1,7,21413,11875,9538,12972,10994,1978,1158,529,629,403,246,157,7283,352,6931,325,84,241,"Osmanabad, Maharashtra, India",2001
29,22,1,8,12245,6660,5585,6776,5674,1102,628,274,354,207,99,108,4841,712,4129,163,43,120,"Osmanabad, Maharashtra, India",2001
29,22,1,9,11843,5036,6807,3345,2533,812,644,299,345,160,74,86,7854,2204,5650,176,56,120,"Osmanabad, Maharashtra, India",2001
29,22,1,10,5536,2787,2749,1200,1042,158,189,118,71,42,28,14,4147,1627,2520,52,20,32,"Osmanabad, Maharashtra, India",2001
29,22,1,11,2365,1026,1339,255,203,52,60,30,30,15,6,9,2050,793,1257,17,9,8,"Osmanabad, Maharashtra, India",2001
30,30,0,0,296339,153777,142562,2094,1160,934,3219,1527,1692,97,45,52,291026,151090,139936,1110,613,497,"Solapur, Maharashtra, India",2001
30,30,0,1,328307,174362,153945,15557,8786,6771,21377,10265,11112,1521,839,682,291373,155311,136062,2849,1636,1213,"Solapur, Maharashtra, India",2001
30,30,0,2,238401,141275,97126,76124,51177,24947,32064,15942,16122,8084,5754,2330,130213,74156,56057,15441,11165,4276,"Solapur, Maharashtra, India",2001
30,30,0,3,207077,109969,97108,125754,78573,47181,28845,10758,18087,9146,6327,2819,52478,20638,31840,12059,8717,3342,"Solapur, Maharashtra, India",2001
30,30,0,4,194487,95334,99153,140903,84624,56279,24377,6072,18305,6320,3537,2783,29207,4638,24569,4474,2421,2053,"Solapur, Maharashtra, India",2001
30,30,0,5,185058,90158,94900,144352,84590,59762,20866,4130,16736,4377,2044,2333,19840,1438,18402,1661,567,1094,"Solapur, Maharashtra, India",2001
30,30,0,6,181348,89075,92273,144272,84373,59899,19571,3588,15983,3605,1571,2034,17505,1114,16391,1156,299,857,"Solapur, Maharashtra, India",2001
30,30,0,7,268489,141234,127255,214771,134155,80616,27545,4967,22578,4355,1772,2583,26173,2112,24061,1201,329,872,"Solapur, Maharashtra, India",2001
30,30,0,8,171948,88301,83647,126147,80599,45548,18767,3710,15057,1987,759,1228,27034,3992,23042,740,179,561,"Solapur, Maharashtra, India",2001
30,30,0,9,166305,76511,89794,84622,54281,30341,19861,5643,14218,1288,503,785,61822,16587,45235,968,282,686,"Solapur, Maharashtra, India",2001
30,30,0,10,75796,39772,36024,22472,17383,5089,6717,3361,3356,313,183,130,46607,19028,27579,440,173,267,"Solapur, Maharashtra, India",2001
30,30,0,11,28840,14029,14811,5370,3866,1504,1590,784,806,79,42,37,21880,9379,12501,97,40,57,"Solapur, Maharashtra, India",2001
30,30,1,0,133417,68914,64503,649,383,266,152,67,85,14,10,4,132616,68464,64152,982,549,433,"Solapur, Maharashtra, India",2001
30,30,1,1,149751,77788,71963,5038,2879,2159,1176,633,543,213,153,60,143537,74276,69261,2695,1617,1078,"Solapur, Maharashtra, India",2001
30,30,1,2,130251,69921,60330,24201,16907,7294,3552,2327,1225,1277,1032,245,102498,50687,51811,14245,9692,4553,"Solapur, Maharashtra, India",2001
30,30,1,3,112095,57614,54481,41948,31584,10364,4299,2679,1620,1840,1521,319,65848,23351,42497,14825,9843,4982,"Solapur, Maharashtra, India",2001
30,30,1,4,99688,47896,51792,52219,39086,13133,4229,2128,2101,1594,1216,378,43240,6682,36558,7239,3830,3409,"Solapur, Maharashtra, India",2001
30,30,1,5,89637,44312,45325,53833,40219,13614,3928,1716,2212,1363,924,439,31876,2377,29499,2917,1256,1661,"Solapur, Maharashtra, India",2001
30,30,1,6,87923,42450,45473,54132,39250,14882,3996,1584,2412,1320,851,469,29795,1616,28179,2037,714,1323,"Solapur, Maharashtra, India",2001
30,30,1,7,130888,70104,60784,84121,64226,19895,5350,2410,2940,1597,1119,478,41417,3468,37949,2223,981,1242,"Solapur, Maharashtra, India",2001
30,30,1,8,78116,41286,36830,42957,33183,9774,2743,1234,1509,567,369,198,32416,6869,25547,1013,572,441,"Solapur, Maharashtra, India",2001
30,30,1,9,59966,27231,32735,16838,12173,4665,1897,846,1051,303,167,136,41231,14212,27019,684,339,345,"Solapur, Maharashtra, India",2001
30,30,1,10,27202,13381,13821,4791,3831,960,617,357,260,86,54,32,21794,9193,12601,205,124,81,"Solapur, Maharashtra, India",2001
30,30,1,11,10118,4607,5511,1285,986,299,152,82,70,19,10,9,8681,3539,5142,69,30,39,"Solapur, Maharashtra, India",2001
31,28,0,0,236728,123027,113701,695,403,292,2926,1442,1484,42,23,19,233107,121182,111925,651,347,304,"Satara, Maharashtra, India",2001
31,28,0,1,274537,142085,132452,5771,2961,2810,14113,6753,7360,582,312,270,254653,132371,122282,1950,1159,791,"Satara, Maharashtra, India",2001
31,28,0,2,226844,123467,103377,43416,28365,15051,30489,14062,16427,7949,5814,2135,152939,81040,71899,18961,13674,5287,"Satara, Maharashtra, India",2001
31,28,0,3,198594,99876,98718,95112,61667,33445,34820,13230,21590,11733,8881,2852,68662,24979,43683,17012,11669,5343,"Satara, Maharashtra, India",2001
31,28,0,4,183481,86967,96514,116994,73664,43330,29796,7883,21913,7585,5009,2576,36691,5420,31271,5997,3256,2741,"Satara, Maharashtra, India",2001
31,28,0,5,166196,79039,87157,118538,72364,46174,23905,4986,18919,4502,2662,1840,23753,1689,22064,1884,754,1130,"Satara, Maharashtra, India",2001
31,28,0,6,166228,75838,90390,121839,70623,51216,23415,4051,19364,3484,1786,1698,20974,1164,19810,1218,357,861,"Satara, Maharashtra, India",2001
31,28,0,7,262844,128569,134275,196316,120246,76070,33880,5873,28007,3459,1728,1731,32648,2450,30198,1263,378,885,"Satara, Maharashtra, India",2001
31,28,0,8,180193,88406,91787,123252,79056,44196,23551,4280,19271,1351,630,721,33390,5070,28320,585,191,394,"Satara, Maharashtra, India",2001
31,28,0,9,176161,77923,98238,81277,53455,27822,22245,5794,16451,801,339,462,72639,18674,53965,795,200,595,"Satara, Maharashtra, India",2001
31,28,0,10,79575,40097,39478,21351,17225,4126,6204,2944,3260,133,77,56,52020,19928,32092,278,103,175,"Satara, Maharashtra, India",2001
31,28,0,11,28190,13067,15123,3636,2817,819,1110,554,556,41,25,16,23444,9696,13748,77,32,45,"Satara, Maharashtra, India",2001
31,28,1,0,37313,19822,17491,77,59,18,21,14,7,3,2,1,37215,19749,17466,139,71,68,"Satara, Maharashtra, India",2001
31,28,1,1,46264,25022,21242,426,318,108,244,122,122,57,34,23,45594,24582,21012,425,255,170,"Satara, Maharashtra, India",2001
31,28,1,2,40906,22638,18268,4097,3566,531,990,701,289,349,283,66,35819,18371,17448,3543,2332,1211,"Satara, Maharashtra, India",2001
31,28,1,3,37704,19250,18454,11176,9478,1698,1815,1194,621,826,682,144,24713,8578,16135,5415,3275,2140,"Satara, Maharashtra, India",2001
31,28,1,4,34979,17118,17861,16605,13810,2795,1803,970,833,715,529,186,16571,2338,14233,2661,1264,1397,"Satara, Maharashtra, India",2001
31,28,1,5,31444,15886,15558,17687,14411,3276,1646,774,872,581,393,188,12111,701,11410,1053,365,688,"Satara, Maharashtra, India",2001
31,28,1,6,29850,14583,15267,17206,13481,3725,1517,635,882,468,291,177,11127,467,10660,712,216,496,"Satara, Maharashtra, India",2001
31,28,1,7,45288,23796,21492,27519,21994,5525,2032,864,1168,474,328,146,15737,938,14799,599,182,417,"Satara, Maharashtra, India",2001
31,28,1,8,27896,14659,13237,14713,12016,2697,1046,467,579,162,107,55,12137,2176,9961,196,97,99,"Satara, Maharashtra, India",2001
31,28,1,9,20562,9640,10922,5174,4017,1157,722,344,378,70,44,26,14666,5279,9387,163,73,90,"Satara, Maharashtra, India",2001
31,28,1,10,9461,4662,4799,1457,1235,222,218,112,106,26,15,11,7786,3315,4471,41,16,25,"Satara, Maharashtra, India",2001
31,28,1,11,3327,1576,1751,296,247,49,60,37,23,9,4,5,2971,1292,1679,9,3,6,"Satara, Maharashtra, India",2001
32,26,0,0,152799,77678,75121,507,254,253,1147,526,621,18,6,12,151145,76898,74247,340,173,167,"Ratnagiri, Maharashtra, India",2001
32,26,0,1,170285,86837,83448,3326,1294,2032,9698,4096,5602,543,254,289,157261,81447,75814,1092,608,484,"Ratnagiri, Maharashtra, India",2001
32,26,0,2,145732,68402,77330,32537,13959,18578,28790,10606,18184,7631,4141,3490,84405,43837,40568,10011,6204,3807,"Ratnagiri, Maharashtra, India",2001
32,26,0,3,112922,48898,64024,52169,28515,23654,24735,9077,15658,8359,5811,2548,36018,11306,24712,9017,5686,3331,"Ratnagiri, Maharashtra, India",2001
32,26,0,4,108622,46313,62309,62371,36487,25884,21209,6585,14624,5670,3967,1703,25042,3241,21801,3994,1959,2035,"Ratnagiri, Maharashtra, India",2001
32,26,0,5,98835,43603,55232,63402,36921,26481,18080,5119,12961,3726,2465,1261,17353,1563,15790,1683,774,909,"Ratnagiri, Maharashtra, India",2001
32,26,0,6,100657,43398,57259,66843,37282,29561,18583,4913,13670,3143,2046,1097,15231,1203,14028,1118,450,668,"Ratnagiri, Maharashtra, India",2001
32,26,0,7,157578,71112,86466,103719,60431,43288,28565,7920,20645,3091,2069,1022,25294,2761,22533,1190,570,620,"Ratnagiri, Maharashtra, India",2001
32,26,0,8,120663,52363,68300,65629,40053,25576,22689,6430,16259,972,631,341,32345,5880,26465,468,250,218,"Ratnagiri, Maharashtra, India",2001
32,26,0,9,116610,49220,67390,37739,25694,12045,19582,7163,12419,339,205,134,59289,16363,42926,299,152,147,"Ratnagiri, Maharashtra, India",2001
